Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeId,EngagementScore,ExperienceBeforeJob,Gender,GenerationGroup,HomeDistanceLabel,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerfSatIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,Travel_Frequently,807,Research & Development,S1,Technical Degree,1250,Good,Junior,Male,Gen Y,Medium Distance,38,Entry Level,Research Scientist,Married,2437,15587,9,Yes,16,High,1,4,0,0,0
0,Travel_Rarely,1452,Research & Development,S1,Life Sciences,1251,Better,Senior,Female,Gen Y,Medium Distance,53,Manager,Manager,Single,19926,17053,3,No,15,Medium,0,5,4,4,4
0,Travel_Frequently,461,Research & Development,S1,Life Sciences,1252,Better,Mid-level,Male,Gen Z,Short Distance,70,Asisten Supervisor,Healthcare Representative,Single,6294,23060,8,Yes,12,High,0,5,2,0,2
0,Travel_Rarely,1082,Research & Development,S2,Medical,1253,Better,Junior,Male,Millennials,Short Distance,87,Entry Level,Research Scientist,Single,2501,18775,1,No,17,Medium,0,4,1,1,0
0,Non-Travel,1336,Human Resources,S1,Human Resources,1254,Better,Junior,Male,Millennials,Short Distance,100,Entry Level,Human Resources,Divorced,2592,7129,5,No,13,Medium,3,3,10,3,8
0,Travel_Frequently,1200,Research & Development,S1,Life Sciences,1255,Good,Mid-level,Female,Gen Y,Long Distance,75,Asisten Supervisor,Research Scientist,Divorced,5467,13953,3,Yes,14,High,2,4,2,3,3
0,Travel_Rarely,559,Research & Development,S2,Life Sciences,1256,Better,Junior,Female,Millennials,Medium Distance,76,Asisten Supervisor,Manufacturing Director,Married,4663,12421,9,Yes,12,Medium,2,2,2,1,1
0,Travel_Frequently,857,Research & Development,S1,Life Sciences,1257,Good,Senior,Male,Gen Y,Short Distance,91,Asisten Manager,Manager,Divorced,17181,12888,4,No,13,Medium,1,2,6,7,7
0,Travel_Rarely,1053,Research & Development,Diploma,Life Sciences,1258,Good,Senior,Male,Gen X,Short Distance,70,Asisten Manager,Manager,Married,17099,13829,2,No,15,High,1,2,8,7,8
0,Travel_Rarely,523,Research & Development,S1,Life Sciences,1259,Better,Junior,Male,Millennials,Short Distance,98,Asisten Supervisor,Research Scientist,Single,4661,22455,1,No,13,High,0,4,8,8,8
0,Travel_Frequently,636,Research & Development,S2,Life Sciences,1260,Better,Senior,Female,Gen Y,Short Distance,35,Manager,Research Director,Single,18665,25594,9,Yes,11,Medium,0,4,2,1,2
0,Travel_Rarely,205,Sales,S1,Marketing,1261,Good,Junior,Female,Gen Z,Short Distance,98,Asisten Supervisor,Sales Executive,Married,5769,7100,1,Yes,11,Very High,0,3,2,4,4
0,Travel_Rarely,371,Research & Development,S1,Life Sciences,1262,Better,Junior,Male,Millennials,Short Distance,45,Entry Level,Research Scientist,Single,3944,4306,5,Yes,11,High,0,3,2,1,2
0,Travel_Frequently,541,Sales,S1,Marketing,1263,Better,Mid-level,Male,Gen X,Short Distance,52,Supervisor,Sales Executive,Married,10596,15395,2,No,11,Medium,0,5,2,3,2
0,Travel_Rarely,896,Research & Development,S1,Medical,1264,Better,Junior,Male,Millennials,Short Distance,68,Entry Level,Research Scientist,Divorced,2345,8045,2,No,14,High,1,3,1,1,2
0,Travel_Rarely,1401,Research & Development,Non-Degree,Medical,1265,Better,Junior,Female,Gen Z,Short Distance,54,Entry Level,Laboratory Technician,Married,3131,26342,1,No,13,Medium,1,5,8,0,8
0,Travel_Rarely,658,Sales,S2,Marketing,1266,Good,Mid-level,Male,Millennials,Short Distance,67,Supervisor,Sales Executive,Divorced,9705,20652,2,No,12,Low,1,2,0,0,0
0,Travel_Rarely,942,Research & Development,S1,Technical Degree,1267,Better,Senior,Female,Gen X,Short Distance,53,Supervisor,Manager,Married,13116,22984,2,No,11,Medium,0,2,2,2,2
0,Travel_Frequently,653,Research & Development,S2,Technical Degree,1268,Good,Junior,Male,Millennials,Short Distance,92,Asisten Supervisor,Healthcare Representative,Married,5063,15332,1,No,14,High,1,3,2,7,7
0,Travel_Rarely,317,Research & Development,S1,Life Sciences,1269,Good,Mid-level,Female,Gen Z,Short Distance,43,Asisten Supervisor,Manufacturing Director,Single,6091,24793,2,No,20,High,0,2,4,0,2
0,Travel_Frequently,1023,Sales,S1,Medical,1270,Good,Mid-level,Male,Gen Y,Short Distance,63,Asisten Supervisor,Sales Executive,Married,5390,13243,2,No,14,High,0,3,6,0,8
0,Travel_Rarely,232,Research & Development,S1,Technical Degree,1271,Better,Junior,Male,Gen Z,Medium Distance,34,Asisten Supervisor,Manufacturing Director,Divorced,4262,22645,4,No,12,High,2,2,2,1,2
0,Travel_Rarely,662,Sales,S3,Marketing,1272,Better,Junior,Male,Millennials,Short Distance,94,Supervisor,Sales Executive,Married,7295,11439,1,No,13,Medium,2,3,8,0,6
0,Travel_Rarely,1234,Sales,Diploma,Life Sciences,1273,Better,Senior,Female,Gen Y,Medium Distance,90,Asisten Manager,Manager,Married,17650,5404,3,No,13,High,1,4,3,1,1
0,Travel_Frequently,333,Research & Development,S3,Medical,1274,Good,Junior,Male,Gen Y,Long Distance,88,Asisten Manager,Research Director,Single,14411,24450,1,Yes,13,High,0,2,6,13,9
0,Travel_Frequently,1082,Research & Development,S1,Life Sciences,1275,Better,Mid-level,Female,Gen Y,Long Distance,83,Supervisor,Manufacturing Director,Married,10820,11535,8,No,11,Medium,1,1,7,0,1
0,Travel_Rarely,267,Research & Development,S2,Life Sciences,1276,Good,Junior,Female,Millennials,Long Distance,49,Entry Level,Laboratory Technician,Single,2837,15919,1,No,13,Medium,0,3,2,4,1
0,Travel_Rarely,359,Research & Development,S2,Medical,1277,Better,Mid-level,Female,Gen Y,Short Distance,82,Asisten Manager,Research Director,Married,17169,26703,3,No,19,Medium,2,2,17,5,6
0,Travel_Rarely,1405,Research & Development,Diploma,Technical Degree,1278,Good,Expert,Female,Gen X,Medium Distance,82,Asisten Manager,Manufacturing Director,Single,13142,24439,3,No,16,Medium,0,1,2,0,3
0,Travel_Rarely,566,Research & Development,Diploma,Medical,1279,Better,Junior,Male,Gen Y,Short Distance,75,Supervisor,Manufacturing Director,Divorced,10845,24208,6,No,13,High,1,3,7,0,7
1,Travel_Rarely,1376,Human Resources,Diploma,Medical,1280,Good,Junior,Male,Gen Y,Short Distance,91,Supervisor,Human Resources,Married,10482,2326,9,No,14,Medium,1,1,6,3,6
0,Travel_Rarely,694,Research & Development,S1,Life Sciences,1281,Good,Junior,Female,Gen Z,Short Distance,87,Asisten Manager,Research Director,Divorced,16124,3423,3,No,14,High,2,2,7,1,7
0,Travel_Rarely,526,Sales,Diploma,Marketing,1282,Better,Junior,Female,Gen Y,Short Distance,92,Supervisor,Sales Executive,Divorced,10453,2137,1,No,25,Medium,3,2,13,15,7
0,Travel_Frequently,365,Research & Development,S3,Medical,1283,Better,Expert,Male,Gen Y,Short Distance,89,Asisten Manager,Manager,Married,15202,5602,2,No,25,High,1,3,2,2,2
0,Non-Travel,1142,Research & Development,Diploma,Life Sciences,1284,Better,Mid-level,Male,Millennials,Short Distance,72,Asisten Supervisor,Healthcare Representative,Divorced,4069,8841,3,Yes,18,High,0,2,2,2,2
1,Travel_Rarely,341,Sales,S1,Medical,1285,Good,Junior,Female,Gen Z,Short Distance,48,Entry Level,Sales Representative,Divorced,2800,23522,6,Yes,19,Medium,3,3,2,0,2
0,Travel_Rarely,759,Sales,Diploma,Marketing,1286,Better,Junior,Female,Millennials,Short Distance,46,Asisten Supervisor,Sales Executive,Divorced,5715,22553,7,No,12,High,2,5,4,1,3
1,Travel_Frequently,334,Sales,S2,Marketing,1287,Good,Junior,Female,Gen Z,Long Distance,52,Asisten Supervisor,Sales Executive,Single,6696,22967,5,No,15,Medium,0,5,3,0,1
0,Travel_Rarely,932,Research & Development,Diploma,Life Sciences,1288,Good,Junior,Female,Gen Y,Short Distance,43,Asisten Supervisor,Manufacturing Director,Married,6062,4051,9,Yes,13,Very High,1,4,3,0,2
0,Non-Travel,509,Research & Development,S2,Other,1289,Good,Junior,Female,Gen Y,Short Distance,62,Asisten Supervisor,Healthcare Representative,Single,6811,2112,2,Yes,17,Low,0,3,7,0,7
0,Non-Travel,335,Research & Development,Diploma,Life Sciences,1290,Good,Junior,Male,Gen Y,Long Distance,37,Asisten Supervisor,Research Scientist,Single,4332,14811,1,No,12,High,0,2,9,3,7
0,Non-Travel,495,Research & Development,Non-Degree,Life Sciences,1291,Good,Junior,Male,Gen Y,Short Distance,37,Asisten Manager,Manager,Married,17861,26582,0,Yes,13,High,0,3,8,2,10
0,Travel_Rarely,622,Sales,Non-Degree,Medical,1292,Better,Junior,Male,Gen Z,Medium Distance,40,Entry Level,Sales Representative,Married,2096,26376,1,No,11,Medium,0,1,4,0,6
0,Travel_Frequently,585,Research & Development,S1,Life Sciences,1293,Good,Junior,Male,Millennials,Short Distance,56,Entry Level,Research Scientist,Married,3433,17360,6,No,13,Low,1,3,2,1,3
0,Travel_Frequently,1422,Sales,S2,Life Sciences,1294,Better,Junior,Male,Gen Y,Short Distance,92,Asisten Supervisor,Sales Executive,Married,5675,19246,1,No,20,Medium,1,5,7,7,7
0,Travel_Rarely,482,Research & Development,Diploma,Life Sciences,1295,Good,Junior,Female,Gen Z,Short Distance,90,Entry Level,Research Scientist,Married,2933,14908,1,Yes,13,Medium,1,3,0,1,0
0,Travel_Rarely,903,Research & Development,S1,Medical,1296,Better,Junior,Male,Millennials,Short Distance,81,Asisten Supervisor,Manufacturing Director,Married,4855,7653,4,No,11,Medium,2,2,2,1,4
1,Travel_Rarely,1365,Sales,S2,Medical,1297,Good,Mid-level,Male,Millennials,Medium Distance,46,Asisten Supervisor,Sales Executive,Divorced,4233,11512,2,No,17,Medium,0,2,1,1,2
0,Travel_Rarely,155,Research & Development,S1,Life Sciences,1298,Better,Junior,Male,Gen Z,Short Distance,87,Asisten Supervisor,Manufacturing Director,Married,6142,5174,1,Yes,20,Medium,1,0,2,0,3
0,Travel_Rarely,483,Research & Development,S1,Medical,1299,Good,Junior,Male,Gen Y,Short Distance,95,Asisten Supervisor,Manufacturing Director,Single,6032,10110,6,Yes,15,High,0,3,4,1,2
0,Travel_Rarely,429,Research & Development,S2,Life Sciences,1300,Better,Junior,Female,Millennials,Short Distance,53,Asisten Supervisor,Manufacturing Director,Single,5410,2323,9,Yes,11,High,0,2,14,5,12
0,Travel_Frequently,471,Research & Development,S1,Life Sciences,1301,Good,Mid-level,Male,Millennials,Medium Distance,45,Asisten Supervisor,Healthcare Representative,Divorced,6288,4284,2,No,15,Low,1,3,3,1,2
0,Travel_Rarely,1258,Research & Development,S2,Life Sciences,1302,Better,Junior,Female,Millennials,Short Distance,40,Entry Level,Research Scientist,Single,2506,13301,3,No,13,High,0,0,2,2,2
0,Non-Travel,1050,Sales,S2,Life Sciences,1303,Good,Junior,Female,Gen Y,Short Distance,65,Asisten Supervisor,Sales Executive,Married,5593,17970,1,No,13,High,1,2,10,4,12
0,Travel_Frequently,217,Sales,S1,Medical,1304,Good,Mid-level,Female,Gen Y,Short Distance,49,Asisten Manager,Sales Executive,Divorced,13770,10225,9,Yes,12,High,2,2,2,11,13
0,Travel_Rarely,718,Research & Development,S2,Technical Degree,1305,Better,Expert,Female,Gen X,Short Distance,92,Manager,Manager,Divorced,19943,18575,4,No,13,High,1,2,2,4,2
0,Travel_Rarely,234,Sales,S2,Medical,1306,Good,Junior,Male,Millennials,Short Distance,68,Entry Level,Sales Representative,Married,2269,18024,0,No,14,Medium,1,2,2,2,2
0,Non-Travel,1420,Human Resources,S2,Human Resources,1307,Better,Expert,Female,Gen X,Short Distance,32,Manager,Manager,Married,18844,21922,9,No,21,High,1,3,2,2,2
1,Travel_Rarely,654,Research & Development,Diploma,Life Sciences,1308,Good,Junior,Female,Gen Z,Short Distance,67,Entry Level,Research Scientist,Single,2216,3872,7,Yes,13,Medium,0,4,7,3,7
1,Travel_Frequently,959,Sales,S2,Other,1309,Better,Junior,Male,Gen Y,Short Distance,81,Asisten Supervisor,Sales Executive,Single,4728,17251,3,Yes,14,High,0,4,0,0,0
0,Travel_Rarely,946,Research & Development,S1,Medical,1310,Good,Senior,Female,Gen Z,Short Distance,52,Asisten Supervisor,Manufacturing Director,Single,6877,20234,5,Yes,24,High,0,4,0,0,0
0,Travel_Rarely,125,Research & Development,Diploma,Medical,1311,Good,Junior,Male,Gen Z,Short Distance,83,Entry Level,Laboratory Technician,Single,2206,16117,1,No,13,Medium,0,5,0,1,8
0,Travel_Rarely,945,Sales,S1,Medical,1312,Good,Junior,Male,Gen Z,Short Distance,89,Entry Level,Sales Representative,Single,1081,16019,1,No,13,High,0,3,0,0,0
0,Non-Travel,895,Sales,Diploma,Medical,1313,Better,Junior,Male,Gen Z,Short Distance,39,Entry Level,Sales Representative,Single,2610,2851,1,No,24,Medium,0,3,2,2,2
1,Travel_Rarely,622,Research & Development,S2,Other,1314,Good,Junior,Male,Millennials,Medium Distance,39,Entry Level,Laboratory Technician,Divorced,3743,10074,1,Yes,24,High,1,2,2,0,2
0,Travel_Rarely,1171,Research & Development,S2,Life Sciences,1315,Better,Junior,Female,Millennials,Short Distance,46,Entry Level,Laboratory Technician,Married,2213,22495,3,Yes,13,High,1,3,7,1,7
0,Travel_Rarely,196,Sales,S2,Marketing,1316,Good,Junior,Female,Millennials,Long Distance,91,Asisten Supervisor,Sales Executive,Married,5468,13402,1,No,14,Medium,2,3,7,5,7
0,Travel_Rarely,832,Research & Development,S1,Medical,1317,Good,Senior,Male,Gen X,Short Distance,81,Asisten Manager,Healthcare Representative,Married,11103,20420,7,No,11,High,0,1,7,1,1
0,Travel_Frequently,429,Research & Development,Diploma,Medical,1318,Good,Junior,Male,Gen Y,Short Distance,99,Entry Level,Research Scientist,Divorced,2342,11092,1,Yes,12,Medium,3,2,3,2,3
0,Travel_Rarely,1450,Research & Development,Diploma,Life Sciences,1319,Better,Expert,Male,Gen Y,Medium Distance,52,Manager,Research Director,Married,19081,10849,5,No,11,Medium,1,2,2,0,3
0,Travel_Rarely,905,Research & Development,Diploma,Medical,1320,Better,Mid-level,Male,Millennials,Medium Distance,99,Asisten Supervisor,Laboratory Technician,Married,2741,16523,8,Yes,15,High,1,2,2,3,7
0,Travel_Rarely,945,Human Resources,Diploma,Medical,1321,Better,Senior,Male,Gen Y,Short Distance,80,Asisten Supervisor,Human Resources,Divorced,5021,10425,8,Yes,22,Medium,1,2,2,0,2
0,Travel_Rarely,776,Sales,S2,Marketing,1322,Good,Junior,Male,Millennials,Short Distance,32,Asisten Supervisor,Sales Executive,Single,4312,23016,0,No,14,Medium,0,2,13,2,8
0,Travel_Frequently,593,Research & Development,S2,Medical,1323,Good,Junior,Female,Millennials,Short Distance,88,Supervisor,Research Director,Single,13499,13782,9,No,17,Medium,0,3,7,2,13
0,Non-Travel,427,Research & Development,S1,Life Sciences,1324,Better,Junior,Female,Millennials,Short Distance,63,Supervisor,Research Director,Married,11713,20335,9,No,14,Low,1,2,7,0,5
0,Travel_Rarely,930,Research & Development,S1,Medical,1325,Good,Junior,Female,Gen Y,Short Distance,73,Asisten Supervisor,Research Scientist,Single,4081,20003,1,Yes,14,Low,0,3,7,1,8
0,Travel_Frequently,444,Sales,S1,Marketing,1326,Good,Junior,Female,Millennials,Short Distance,84,Entry Level,Sales Representative,Divorced,2789,3909,1,No,11,High,1,5,2,2,2
0,Travel_Rarely,1041,Human Resources,S1,Human Resources,1327,Better,Junior,Male,Millennials,Medium Distance,36,Entry Level,Human Resources,Married,2143,25527,4,No,13,Medium,1,2,2,0,4
0,Travel_Rarely,363,Research & Development,S1,Technical Degree,1328,Good,Mid-level,Female,Millennials,Short Distance,77,Supervisor,Manufacturing Director,Divorced,10252,4235,2,Yes,21,Medium,1,2,7,7,7
0,Travel_Rarely,954,Sales,Diploma,Technical Degree,1329,Good,Junior,Male,Gen Y,Short Distance,46,Asisten Supervisor,Sales Representative,Single,6632,12388,0,No,13,Medium,0,3,7,3,1
0,Non-Travel,1450,Research & Development,S1,Medical,1330,Good,Junior,Male,Gen Z,Short Distance,79,Entry Level,Research Scientist,Divorced,2566,25326,1,Yes,15,High,1,2,1,0,1
0,Travel_Rarely,684,Research & Development,S1,Life Sciences,1331,Better,Junior,Male,Gen X,Short Distance,51,Manager,Research Director,Single,19537,6462,7,No,13,Medium,0,5,18,15,15
0,Travel_Frequently,124,Sales,S1,Marketing,1332,Good,Senior,Female,Gen X,Short Distance,38,Supervisor,Sales Executive,Married,7525,23537,2,No,12,Medium,1,2,7,6,12
1,Travel_Frequently,534,Research & Development,S1,Life Sciences,1333,Better,Senior,Male,Millennials,Medium Distance,66,Supervisor,Healthcare Representative,Married,9824,22908,3,No,12,Low,0,2,0,0,0
0,Travel_Rarely,1343,Research & Development,Non-Degree,Medical,1334,Good,Junior,Female,Millennials,Long Distance,53,Entry Level,Research Scientist,Single,2559,17852,1,No,11,Medium,0,3,5,1,1
0,Travel_Rarely,1377,Research & Development,Non-Degree,Life Sciences,1335,Better,Junior,Male,Gen Z,Medium Distance,91,Entry Level,Laboratory Technician,Married,2099,7679,0,No,14,Low,0,3,0,1,4
0,Travel_Rarely,1469,Research & Development,Diploma,Medical,1336,Better,Junior,Male,Gen Z,Short Distance,82,Entry Level,Laboratory Technician,Divorced,3816,17881,1,No,11,Medium,1,2,2,0,4
0,Travel_Rarely,470,Research & Development,S2,Life Sciences,1337,Good,Junior,Male,Millennials,Short Distance,84,Asisten Supervisor,Manufacturing Director,Married,5957,23687,6,No,13,Medium,1,3,9,5,9
0,Travel_Frequently,508,Research & Development,S2,Life Sciences,1338,Good,Junior,Male,Millennials,Short Distance,72,Asisten Supervisor,Manufacturing Director,Married,5321,14284,2,No,11,Medium,1,1,3,7,7
0,Travel_Rarely,1353,Sales,Diploma,Other,1339,Better,Junior,Female,Gen Z,Short Distance,33,Asisten Supervisor,Sales Executive,Married,4999,17519,0,No,21,Low,1,2,2,0,2
0,Travel_Rarely,136,Research & Development,S1,Life Sciences,1340,Better,Junior,Male,Gen Y,Long Distance,32,Asisten Manager,Research Director,Married,16328,22074,3,No,13,Medium,1,1,6,14,17
0,Travel_Rarely,1291,Research & Development,Diploma,Life Sciences,1341,Better,Junior,Male,Gen Y,Medium Distance,65,Asisten Manager,Research Director,Married,17603,3525,1,No,24,Medium,1,3,10,6,11
0,Travel_Frequently,693,Research & Development,S1,Life Sciences,1342,Better,Junior,Male,Millennials,Short Distance,57,Entry Level,Research Scientist,Divorced,2610,15748,1,No,11,High,3,2,2,0,3
0,Travel_Rarely,211,Sales,S1,Life Sciences,1343,Better,Senior,Female,Millennials,Medium Distance,74,Supervisor,Sales Executive,Single,8564,10092,2,Yes,20,Low,0,2,0,0,0
0,Non-Travel,256,Sales,Diploma,Medical,1344,Good,Junior,Male,Gen Y,Short Distance,40,Asisten Supervisor,Sales Executive,Single,6151,22074,1,No,13,Medium,0,4,2,11,9
0,Travel_Rarely,488,Sales,S1,Technical Degree,1345,Good,Expert,Female,Gen Y,Short Distance,75,Asisten Manager,Manager,Married,16872,14977,3,Yes,12,Medium,1,2,7,7,7
0,Travel_Rarely,1210,Research & Development,S1,Medical,1346,Good,Junior,Male,Gen Y,Short Distance,68,Entry Level,Laboratory Technician,Married,4841,24052,4,No,14,Medium,1,3,0,0,0
0,Travel_Rarely,1082,Sales,S1,Technical Degree,1347,Better,Junior,Female,Gen Z,Medium Distance,83,Asisten Supervisor,Sales Executive,Single,6577,19558,0,No,11,Medium,0,6,4,4,4
0,Travel_Rarely,430,Research & Development,S2,Medical,1348,Better,Expert,Male,Gen Y,Short Distance,40,Manager,Research Director,Divorced,19627,21445,9,No,17,Very High,2,0,2,2,2
0,Travel_Rarely,430,Research & Development,S2,Other,1349,Better,Senior,Female,Millennials,Short Distance,73,Asisten Supervisor,Research Scientist,Married,6962,19573,4,Yes,22,High,1,2,0,0,0
0,Travel_Rarely,975,Research & Development,S1,Medical,1350,Good,Junior,Female,Gen Z,Short Distance,55,Asisten Supervisor,Healthcare Representative,Single,6811,23398,8,No,19,Medium,0,2,6,0,7
0,Travel_Frequently,1316,Research & Development,Diploma,Life Sciences,1351,Better,Junior,Female,Millennials,Short Distance,38,Asisten Supervisor,Research Scientist,Single,4998,2338,4,Yes,14,High,0,2,7,0,7
0,Travel_Rarely,546,Research & Development,Non-Degree,Medical,1352,Better,Junior,Male,Gen Z,Short Distance,97,Entry Level,Research Scientist,Single,3117,26009,1,No,18,High,0,2,2,2,2
0,Travel_Rarely,896,Sales,S1,Life Sciences,1353,Better,Senior,Female,Gen Y,Short Distance,75,Supervisor,Manager,Single,13591,14674,3,Yes,18,High,0,3,0,0,0
1,Travel_Frequently,756,Sales,Non-Degree,Technical Degree,1354,Good,Junior,Female,Gen Z,Short Distance,99,Entry Level,Sales Representative,Single,2174,9150,1,Yes,11,Medium,0,3,2,1,2
0,Travel_Frequently,560,Research & Development,S2,Other,1355,Better,Mid-level,Male,Millennials,Short Distance,91,Entry Level,Research Scientist,Divorced,2996,20284,5,No,14,Medium,2,2,3,1,3
0,Travel_Frequently,566,Research & Development,S2,Life Sciences,1356,Better,Junior,Male,Millennials,Medium Distance,81,Entry Level,Laboratory Technician,Married,3688,7122,4,No,18,High,2,2,0,0,0
0,Travel_Frequently,303,Sales,S2,Marketing,1357,Better,Junior,Female,Millennials,Short Distance,75,Entry Level,Sales Representative,Married,2231,11314,6,No,18,High,1,3,3,1,2
0,Travel_Rarely,833,Research & Development,S1,Medical,1358,Good,Senior,Male,Millennials,Medium Distance,60,Asisten Supervisor,Healthcare Representative,Married,5811,24539,3,Yes,16,High,1,2,0,1,0
